accuracy,loss,val_accuracy,val_loss
0.12609238922595978,1.9695481061935425,0.1515151560306549,1.9443985223770142
0.17478151619434357,1.9311803579330444,0.1515151560306549,1.96049165725708
0.1960049867630005,1.9171559810638428,0.1515151560306549,1.9656673669815063
0.2247191071510315,1.8943884372711182,0.10101009905338287,1.9718916416168213
0.25717851519584656,1.8736023902893066,0.09090909361839294,1.9834762811660767
0.26716604828834534,1.856711983680725,0.09090909361839294,1.996288537979126
0.26966291666030884,1.84164559841156,0.10101009905338287,2.0093421936035156
0.2808988690376282,1.8278130292892456,0.10101009905338287,2.0230793952941895
0.289637953042984,1.8143627643585205,0.10101009905338287,2.0372607707977295
0.30836454033851624,1.801133632659912,0.10101009905338287,2.051382303237915
0.31086140871047974,1.7884968519210815,0.09090909361839294,2.0656962394714355
